species_key,scientific_name,common_name,group,n_records,elevation_mean,elevation_std,elevation_min,elevation_max,temperature_mean,temperature_std,precipitation_mean,precipitation_std,preferred_elevation_range,preferred_temperature_range,preferred_precipitation_range
lemur_catta,Lemur catta,Ring-tailed Lemur,Mammals,496,62.40312747727959,66.03181279316209,7.498888225057236,1041.5061917133276,24.912758208140573,1.2809329640242346,221.7112949859064,32.273604521487414,52-69m,23.9-25.7°C,200-222mm
propithecus_verreauxi,Propithecus verreauxi,Verreaux's Sifaka,Mammals,444,58.80891559245781,70.58908308513013,3.8276105402693545,1041.5061917133276,25.078024404867346,1.6128525141155279,214.736498807268,32.628619685014755,44-77m,24.4-26.1°C,200-224mm
brookesia_micra,Brookesia micra,Nosy Hara Leaf Chameleon,Reptiles,3,54.85047040815915,13.867442228046032,42.9993830729681,70.10177145402965,16.767846578096805,0.8062309155325178,308.1552841260555,49.47611501394479,47-61m,16.5-17.2°C,281-328mm
furcifer_pardalis,Furcifer pardalis,Panther Chameleon,Reptiles,601,54.67509807705746,23.939039019344545,0.0,264.89656768283794,18.915067597200263,2.126203457690569,388.3176787640085,230.740057879244,37-73m,17.2-19.7°C,230-434mm
coua_caerulea,Coua caerulea,Blue Coua,Birds,1000,58.483720167707844,16.61200637756685,12.737629198771167,187.51467993825963,22.32305168171014,1.8027431271839724,318.0901272848329,150.0836689608718,43-72m,21.3-24.4°C,259-298mm
vanga_curvirostris,Vanga curvirostris,Hook-billed Vanga,Birds,1000,53.166418120499976,21.076796728021467,5.5278560685536675,96.18373844184988,23.22284523854592,2.352418652962213,245.01021643413358,74.68534084040935,43-72m,21.3-25.3°C,200-274mm
